date,revenue,cost,units_sold,marketing_spend,customer_count,website_visitors,employee_count,profit_margin,average_order_value,conversion_rate
2022-02-01,44268.61,8633.19,5,9335.85,70,1508,55,0.8,632.41,0.046
2022-02-02,42265.26,18986.22,12,8841.84,62,3379,75,0.55,681.7,0.018
2022-02-03,14722.71,11346.7,12,8065.75,94,9879,216,0.23,156.62,0.01
2022-02-04,41419.6,3101.17,13,3463.29,40,5752,189,0.93,1035.49,0.007
2022-02-05,40386.1,7787.23,9,9206.37,37,6495,148,0.81,1091.52,0.006
2022-02-06,33449.75,11045.97,7,1877.57,51,4209,191,0.67,655.88,0.012
2022-02-07,21808.41,8020.39,4,8679.96,17,8398,71,0.63,1282.85,0.002
2022-02-08,17217.44,8972.93,19,3953.44,44,7743,100,0.48,391.31,0.006
2022-02-09,15430.26,8050.62,19,1483.95,93,6648,200,0.48,165.92,0.014
2022-02-10,19337.4,1995.98,6,7024.21,72,6171,225,0.9,268.58,0.012
2022-02-11,45660.13,16290.27,13,3081.52,46,8890,248,0.64,992.61,0.005
2022-02-12,8493.83,15335.02,11,3192.14,23,1324,153,-0.81,369.3,0.017
2022-02-13,42299.21,16681.2,13,3754.42,86,4557,227,0.61,491.85,0.019
2022-02-14,20700.05,5615.44,13,1573.16,98,4587,138,0.73,211.22,0.021
2022-02-15,28471.97,8095.71,15,2594.14,23,1151,190,0.72,1237.91,0.02
2022-02-16,40751.85,15870.78,13,1046.26,62,1954,262,0.61,657.29,0.032
2022-02-17,44796.94,15391.06,11,5008.69,27,5354,282,0.66,1659.15,0.005
2022-02-18,20515.16,13151.93,19,1758.3,58,8160,187,0.36,353.71,0.007
2022-02-19,25782.96,9409.92,8,7143.87,84,1687,294,0.64,306.94,0.05
2022-02-20,23653.22,22910.34,8,3120.61,69,9501,232,0.03,342.8,0.007
2022-02-21,5596.3,9154.49,10,9492.17,16,4127,58,-0.64,349.77,0.004
2022-02-22,18317.43,11934.86,16,8841.26,28,7763,128,0.35,654.19,0.004
2022-02-23,25663.52,17274.73,19,3604.97,38,4395,101,0.33,675.36,0.009
2022-02-24,23499.21,14032.51,11,8048.94,57,1845,179,0.4,412.27,0.031
2022-02-25,37486.82,9325.26,13,8229.2,12,2164,202,0.75,3123.9,0.006
2022-02-26,22316.16,11455.47,9,9879.07,22,6904,62,0.49,1014.37,0.003
2022-02-27,27021.94,20067.54,19,6380.56,61,6360,275,0.26,442.98,0.01
2022-02-28,24332.39,7675.1,16,1737.69,9,1354,100,0.68,2703.6,0.007
2022-03-01,38328.18,4414.13,7,6821.54,30,2872,235,0.88,1277.61,0.01
2022-03-02,43833.76,8515.92,19,6624.82,34,3024,83,0.81,1289.23,0.011
2022-03-03,28935.01,21388.82,12,6745.16,58,3817,84,0.26,498.88,0.015
2022-03-04,40524.45,3135.75,15,3764.31,17,4832,279,0.92,2383.79,0.004
2022-03-05,18355.4,24800.71,14,8737.12,87,9257,180,-0.35,210.98,0.009
2022-03-06,29361.63,13984.07,11,9635.25,33,3581,283,0.52,889.75,0.009
2022-03-07,20535.35,24636.3,10,2959.41,7,3486,169,-0.2,2933.62,0.002
2022-03-08,23639.04,23535.91,11,1793.37,94,9418,236,0.0,251.48,0.01
2022-03-09,37958.62,11867.53,6,2750.82,62,3443,119,0.69,612.24,0.018
2022-03-10,44674.81,5763.79,2,8384.97,80,9919,296,0.87,558.44,0.008
2022-03-11,10467.29,4957.23,11,7089.8,6,2036,225,0.53,1744.55,0.003
2022-03-12,33558.77,6759.74,19,6724.43,79,9684,241,0.8,424.79,0.008
2022-03-13,31196.47,18043.18,6,4616.14,32,8435,290,0.42,974.89,0.004
2022-03-14,10328.68,7550.8,14,6200.45,86,2548,196,0.27,120.1,0.034
2022-03-15,14535.24,9194.21,6,3770.87,81,6065,116,0.37,179.45,0.013
2022-03-16,18995.11,11770.69,17,5294.8,90,7496,259,0.38,211.06,0.012
2022-03-17,12511.9,22917.58,10,8137.57,80,7183,152,-0.83,156.4,0.011
2022-03-18,15967.83,5545.44,1,9831.17,6,4957,122,0.65,2661.3,0.001
2022-03-19,17042.04,1120.64,3,9392.4,11,4407,165,0.93,1549.28,0.002
2022-03-20,20105.32,2442.31,8,9404.79,30,1639,253,0.88,670.18,0.018
2022-03-21,38722.57,22714.39,8,4620.01,94,1172,182,0.41,411.94,0.08
2022-03-22,30736.05,16540.4,15,5219.11,92,6666,116,0.46,334.09,0.014
2022-03-23,49381.1,7552.97,7,7350.72,80,5354,188,0.85,617.26,0.015
2022-03-24,23663.11,5252.62,11,9299.73,20,4959,170,0.78,1183.16,0.004
2022-03-25,38923.93,8062.4,7,2277.95,27,9708,143,0.79,1441.63,0.003
2022-03-26,44216.08,3755.13,4,3738.18,44,9714,245,0.92,1004.91,0.005
2022-03-27,35554.03,23596.79,12,2253.22,64,3886,246,0.34,555.53,0.016
2022-03-28,23533.91,19820.95,6,6508.08,77,3164,178,0.16,305.64,0.024
2022-03-29,38911.76,12097.39,14,3756.71,36,4945,140,0.69,1080.88,0.007
2022-03-30,14165.02,21759.1,12,3934.97,19,6235,141,-0.54,745.53,0.003
2022-03-31,19739.85,6987.0,11,1638.24,17,8746,112,0.65,1161.17,0.002
2022-04-01,29600.84,18210.89,19,4148.16,9,3590,78,0.38,3288.98,0.003
2022-04-02,30893.42,21547.18,5,8762.47,79,8754,259,0.3,391.06,0.009
2022-04-03,5996.37,9562.45,14,3097.66,78,5934,61,-0.59,76.88,0.013
2022-04-04,47530.14,19179.15,16,7256.69,56,5076,126,0.6,848.75,0.011
2022-04-05,36348.23,8081.74,13,6666.66,81,6185,90,0.78,448.74,0.013
2022-04-06,27306.67,8172.57,4,8771.36,45,2093,179,0.7,606.81,0.022
2022-04-07,46990.73,3569.37,11,2190.59,57,4880,86,0.92,824.4,0.012
2022-04-08,24759.3,11561.39,17,9798.31,54,7559,222,0.53,458.51,0.007
2022-04-09,49119.6,18513.09,7,6243.66,19,3785,257,0.62,2585.24,0.005
2022-04-10,28052.81,23565.3,14,9959.27,11,7065,225,0.16,2550.26,0.002
2022-04-11,10142.86,15491.13,11,9203.63,44,7539,73,-0.53,230.52,0.006
2022-04-12,39416.04,21715.25,9,2993.66,32,2574,148,0.45,1231.75,0.012
2022-04-13,35550.4,20739.87,13,1505.46,36,6676,199,0.42,987.51,0.005
2022-04-14,39784.4,5160.23,18,3300.75,19,9060,149,0.87,2093.92,0.002
2022-04-15,47814.89,12659.62,11,5748.07,89,4990,188,0.74,537.25,0.018
2022-04-16,39942.02,3806.16,15,2544.37,74,6210,296,0.9,539.76,0.012
2022-04-17,32510.15,17371.68,19,2507.14,69,5845,107,0.47,471.16,0.012
2022-04-18,43578.9,23797.59,1,5163.34,8,2189,223,0.45,5447.36,0.004
2022-04-19,35296.09,4290.15,4,1299.41,15,3689,78,0.88,2353.07,0.004
2022-04-20,23365.36,18613.2,14,2096.99,30,5095,212,0.2,778.85,0.006
2022-04-21,44852.89,16173.72,14,4742.75,65,2875,289,0.64,690.04,0.023
2022-04-22,14985.52,15006.52,3,1568.17,41,8768,295,-0.0,365.5,0.005
2022-04-23,37158.86,10362.89,17,4570.8,27,4406,192,0.72,1376.25,0.006
2022-04-24,44670.36,9523.16,3,5266.06,97,4932,109,0.79,460.52,0.02
2022-04-25,37909.24,2085.98,16,5061.4,89,9240,144,0.94,425.95,0.01
2022-04-26,36377.39,6229.81,14,8822.57,95,6408,91,0.83,382.92,0.015
2022-04-27,38868.72,1364.25,13,5770.56,44,4861,282,0.96,883.38,0.009
2022-04-28,25927.49,14954.01,15,5211.82,81,8406,92,0.42,320.09,0.01
2022-04-29,44337.68,3540.48,14,4696.38,27,3833,257,0.92,1642.14,0.007
2022-04-30,14154.64,21952.47,19,8358.61,20,6285,123,-0.55,707.73,0.003
2022-05-01,10732.39,13555.43,6,9055.51,98,8645,226,-0.26,109.51,0.011
2022-05-02,17847.9,17792.56,10,8679.18,65,5777,241,0.0,274.58,0.011
2022-05-03,28920.98,10860.57,15,7061.92,72,3735,209,0.62,401.68,0.019
2022-05-04,27975.28,14453.92,6,2236.26,84,9273,113,0.48,333.04,0.009
2022-05-05,41926.94,23623.82,10,3491.83,35,9278,292,0.44,1197.91,0.004
2022-05-06,23205.59,2985.62,7,1414.57,57,7368,51,0.87,407.12,0.008
2022-05-07,26795.5,7094.51,17,9377.42,29,1821,201,0.74,923.98,0.016
2022-05-08,5601.55,19719.72,18,6947.19,48,8525,264,-2.52,116.7,0.006
2022-05-09,23438.27,3369.69,17,7717.27,16,1162,115,0.86,1464.89,0.014
2022-05-10,34149.84,2815.87,9,3804.15,94,8777,215,0.92,363.3,0.011
2022-05-11,5697.87,9676.99,10,8610.88,96,2932,80,-0.7,59.35,0.033
2022-05-12,17639.69,3212.03,10,3336.43,13,4535,164,0.82,1356.9,0.003
2022-05-13,14358.04,15041.88,7,1014.79,16,6956,281,-0.05,897.38,0.002
2022-05-14,6889.34,6430.61,16,4387.73,73,4446,75,0.07,94.37,0.016
2022-05-15,26566.7,22496.75,18,6136.85,58,3790,78,0.15,458.05,0.015
2022-05-16,13177.55,19804.0,6,5308.34,58,3707,244,-0.5,227.2,0.016
2022-05-17,38438.67,17792.92,1,8758.69,32,8959,299,0.54,1201.21,0.004
2022-05-18,43156.75,15806.66,1,1948.65,60,4933,127,0.63,719.28,0.012
2022-05-19,29551.33,21723.18,12,5984.41,73,4385,74,0.26,404.81,0.017
2022-05-20,49176.83,6353.49,2,5616.81,81,7636,97,0.87,607.12,0.011
2022-05-21,25271.54,21954.61,4,3532.54,62,1922,114,0.13,407.61,0.032
2022-05-22,28101.57,19947.82,17,8400.05,82,9089,230,0.29,342.7,0.009
2022-05-23,49514.8,18955.86,4,7775.64,79,1564,116,0.62,626.77,0.051
2022-05-24,15419.68,14470.14,11,7595.73,46,4258,295,0.06,335.21,0.011
2022-05-25,47414.57,6909.86,4,8885.73,42,3500,139,0.85,1128.92,0.012
2022-05-26,6927.69,11165.15,1,7505.06,72,5566,195,-0.61,96.22,0.013
2022-05-27,25087.41,20045.7,7,3086.57,57,7881,186,0.2,440.13,0.007
2022-05-28,8150.16,1762.68,18,7350.06,37,4636,87,0.78,220.27,0.008
2022-05-29,37815.56,19769.22,9,3769.33,75,7030,136,0.48,504.21,0.011
2022-05-30,32378.4,6761.7,3,3179.57,60,1223,198,0.79,539.64,0.049
2022-05-31,36798.54,4463.42,8,1657.03,76,7297,298,0.88,484.19,0.01
2022-06-01,21851.62,3776.83,19,7696.26,55,1350,114,0.83,397.3,0.041
2022-06-02,21626.69,1654.0,4,7399.01,78,8314,198,0.92,277.27,0.009
2022-06-03,7039.37,13566.08,18,3110.5,47,2928,76,-0.93,149.77,0.016
2022-06-04,20747.52,6238.24,11,7744.41,19,8743,155,0.7,1091.97,0.002
2022-06-05,46817.98,24746.36,14,9260.57,42,9540,172,0.47,1114.71,0.004
2022-06-06,22065.19,14786.48,18,1972.26,19,5732,247,0.33,1161.33,0.003
2022-06-07,42411.55,4309.25,16,3093.73,9,2017,296,0.9,4712.39,0.004
2022-06-08,42904.65,17530.3,3,7752.35,97,3226,93,0.59,442.32,0.03
2022-06-09,21795.85,22545.85,15,3470.56,87,8206,149,-0.03,250.53,0.011
2022-06-10,33439.49,18884.31,4,6621.98,58,8170,77,0.44,576.54,0.007
2022-06-11,9291.72,2834.56,5,1730.48,55,7207,222,0.69,168.94,0.008
2022-06-12,9665.54,22501.22,17,5069.82,14,3419,66,-1.33,690.4,0.004
2022-06-13,7189.59,20054.31,7,7651.82,16,7240,176,-1.79,449.35,0.002
2022-06-14,31145.68,4799.29,16,7178.63,8,2893,172,0.85,3893.21,0.003
2022-06-15,24173.19,2242.86,14,8335.65,99,6322,217,0.91,244.17,0.016
2022-06-16,29661.46,14375.45,16,8897.07,22,8718,299,0.52,1348.25,0.003
2022-06-17,28448.29,4744.86,7,7958.65,84,7878,293,0.83,338.67,0.011
2022-06-18,20759.13,21030.18,9,7044.29,40,2125,180,-0.01,518.98,0.019
2022-06-19,35486.3,9600.03,4,1285.5,29,4117,125,0.73,1223.67,0.007
2022-06-20,39132.58,22909.42,11,5814.7,91,5161,280,0.41,430.03,0.018
2022-06-21,5658.27,14576.52,2,1339.28,80,5042,253,-1.58,70.73,0.016
2022-06-22,14325.9,5384.14,12,8272.61,40,5433,243,0.62,358.15,0.007
2022-06-23,37095.61,4350.37,12,3886.52,71,9638,297,0.88,522.47,0.007
2022-06-24,22397.91,14835.34,4,6061.86,13,3658,95,0.34,1722.92,0.004
2022-06-25,34811.78,19285.21,18,3515.01,65,4483,263,0.45,535.57,0.014
2022-06-26,20613.32,19756.14,7,8042.5,57,3944,264,0.04,361.64,0.014
2022-06-27,22583.98,7618.18,1,8978.52,22,8210,207,0.66,1026.54,0.003
2022-06-28,12140.55,5901.92,13,4587.78,47,8653,118,0.51,258.31,0.005
2022-06-29,16620.4,1402.15,6,8766.3,39,9787,186,0.92,426.16,0.004
2022-06-30,32243.53,17300.78,6,3403.68,67,2986,134,0.46,481.25,0.022
2022-07-01,24492.34,2837.64,12,5811.95,82,2074,60,0.88,298.69,0.04
2022-07-02,39843.62,11098.27,8,8728.85,8,5305,118,0.72,4980.45,0.002
2022-07-03,43366.32,15440.37,19,3932.93,97,4007,148,0.64,447.08,0.024
2022-07-04,29374.09,23490.61,5,9586.38,45,1969,140,0.2,652.76,0.023
2022-07-05,39122.03,8483.25,18,2096.92,49,9772,290,0.78,798.41,0.005
2022-07-06,18810.7,6994.53,5,1164.48,54,3824,243,0.63,348.35,0.014
2022-07-07,23673.7,16699.84,10,9137.22,83,2211,265,0.29,285.23,0.038
2022-07-08,37075.0,15861.74,1,1617.84,32,1229,208,0.57,1158.59,0.026
2022-07-09,22379.54,8970.63,10,9927.0,46,5284,210,0.6,486.51,0.009
2022-07-10,31482.72,23274.44,5,9562.57,84,4185,216,0.26,374.79,0.02
2022-07-11,13341.78,21276.7,12,2233.19,80,1501,143,-0.59,166.77,0.053
2022-07-12,31989.71,6375.58,7,5838.26,73,1048,223,0.8,438.22,0.07
2022-07-13,43768.12,6739.42,9,2664.28,5,4566,214,0.85,8753.62,0.001
2022-07-14,44088.78,13295.21,12,4853.4,43,4055,164,0.7,1025.32,0.011
2022-07-15,37595.5,19565.73,1,1552.83,94,9880,269,0.48,399.95,0.01
2022-07-16,38558.9,2056.97,11,3015.32,21,1386,237,0.95,1836.14,0.015
2022-07-17,30106.74,17640.04,15,4269.46,95,1969,80,0.41,316.91,0.048
2022-07-18,31310.06,16557.66,2,4947.83,92,6820,60,0.47,340.33,0.013
2022-07-19,11014.28,6555.52,7,9797.47,39,4052,136,0.4,282.42,0.01
2022-07-20,24973.66,17352.47,12,8270.79,50,8397,170,0.31,499.47,0.006
2022-07-21,25284.93,23564.4,18,7636.69,46,3302,179,0.07,549.67,0.014
2022-07-22,48132.4,2122.86,3,5833.37,43,3283,281,0.96,1119.36,0.013
2022-07-23,24398.91,8671.65,7,8559.98,94,5366,154,0.64,259.56,0.018
2022-07-24,29720.42,11516.24,11,4053.91,53,1122,76,0.61,560.76,0.047
2022-07-25,28996.31,22582.25,18,7380.09,66,7799,276,0.22,439.34,0.008
2022-07-26,33654.28,24094.27,12,9944.06,42,4727,51,0.28,801.29,0.009
2022-07-27,38670.48,11658.77,6,3831.66,27,9450,152,0.7,1432.24,0.003
2022-07-28,15126.88,19000.68,5,7066.16,26,5958,150,-0.26,581.8,0.004
2022-07-29,28792.6,13759.86,1,8598.83,8,1524,70,0.52,3599.08,0.005
2022-07-30,42166.3,13906.79,12,9242.27,53,9399,107,0.67,795.59,0.006
2022-07-31,25840.16,7674.39,11,7461.39,63,1148,182,0.7,410.16,0.055
2022-08-01,17530.59,6206.95,4,3552.47,77,9001,229,0.65,227.67,0.009
2022-08-02,34461.91,7912.13,18,3936.54,72,1437,222,0.77,478.64,0.05
2022-08-03,42069.53,14351.87,4,1186.82,75,4749,134,0.66,560.93,0.016
2022-08-04,7841.31,1699.72,17,7847.97,91,9186,142,0.78,86.17,0.01
2022-08-05,39955.57,22773.97,2,1384.66,6,5453,69,0.43,6659.26,0.001
2022-08-06,41974.16,4750.81,2,8781.87,53,6336,110,0.89,791.97,0.008
2022-08-07,25768.53,6282.13,12,2067.95,92,5551,87,0.76,280.09,0.017
2022-08-08,49248.75,13438.63,6,2546.89,99,3823,197,0.73,497.46,0.026
2022-08-09,40401.88,18042.75,10,5288.74,35,6728,291,0.55,1154.34,0.005
2022-08-10,39814.82,3297.5,16,7640.92,44,9677,74,0.92,904.88,0.005
2022-08-11,38652.74,8624.67,14,2251.02,52,9391,179,0.78,743.32,0.006
2022-08-12,11777.36,24248.19,7,4960.64,55,2982,170,-1.06,214.13,0.018
2022-08-13,14775.39,7296.23,19,5345.66,47,7996,209,0.51,314.37,0.006
2022-08-14,25879.56,8513.2,17,2910.57,59,3311,75,0.67,438.64,0.018
2022-08-15,16880.2,21075.96,9,2040.03,92,8225,247,-0.25,183.48,0.011
2022-08-16,23685.84,2205.15,13,8527.79,53,1604,218,0.91,446.9,0.033
2022-08-17,44980.88,12150.72,5,5522.19,94,9175,298,0.73,478.52,0.01
2022-08-18,42094.71,10110.8,5,1129.43,84,6785,116,0.76,501.13,0.012
2022-08-19,33351.79,8598.08,10,8226.83,61,5597,274,0.74,546.75,0.011
2022-08-20,43615.42,7856.79,10,9827.14,81,8759,50,0.82,538.46,0.009
2022-08-21,40269.76,3192.98,7,6453.34,19,8532,100,0.92,2119.46,0.002
2022-08-22,24304.32,8555.82,15,5533.38,31,9740,54,0.65,784.01,0.003
2022-08-23,14047.93,2033.26,7,8905.74,72,1838,62,0.86,195.11,0.039
2022-08-24,28139.05,19743.13,15,9572.65,84,4815,196,0.3,334.99,0.017
2022-08-25,38130.3,10557.47,3,7790.83,68,1847,189,0.72,560.74,0.037
2022-08-26,24638.88,11653.69,19,5009.08,98,5709,97,0.53,251.42,0.017
2022-08-27,35004.74,22446.27,10,6329.99,34,5507,202,0.36,1029.55,0.006
2022-08-28,9244.73,16793.32,15,7308.42,40,7575,106,-0.82,231.12,0.005
2022-08-29,38660.21,1193.42,3,2748.46,71,5773,164,0.97,544.51,0.012
2022-08-30,41572.11,23636.2,6,5024.81,90,5468,84,0.43,461.91,0.016
2022-08-31,36807.7,6691.47,12,8468.39,90,6192,125,0.82,408.97,0.015
2022-09-01,48526.86,3582.74,15,6892.53,53,4320,143,0.93,915.6,0.012
2022-09-02,42199.34,19435.08,6,4700.84,80,5698,54,0.54,527.49,0.014
2022-09-03,45639.22,13011.46,13,6970.26,59,5311,275,0.71,773.55,0.011
2022-09-04,47010.7,11410.49,19,2064.0,89,4673,71,0.76,528.21,0.019
2022-09-05,41060.66,6988.07,3,4613.48,60,2564,152,0.83,684.34,0.023
2022-09-06,35341.65,14139.32,8,8138.16,72,2840,254,0.6,490.86,0.025
2022-09-07,5257.34,7585.23,8,2984.58,99,7058,234,-0.44,53.1,0.014
2022-09-08,25962.16,22637.99,15,2673.65,48,8131,224,0.13,540.88,0.006
2022-09-09,30702.3,6164.91,4,9557.37,35,1726,231,0.8,877.21,0.02
2022-09-10,18681.36,22224.52,19,2889.08,62,7697,180,-0.19,301.31,0.008
2022-09-11,19314.7,14425.73,3,3348.27,91,1282,173,0.25,212.25,0.071
2022-09-12,48252.17,20883.72,13,9726.54,57,2081,102,0.57,846.53,0.027
2022-09-13,45126.99,18108.3,8,7612.38,88,4885,261,0.6,512.81,0.018
2022-09-14,43213.06,17720.68,16,7296.37,83,3881,208,0.59,520.64,0.021
2022-09-15,23270.53,8784.3,13,8676.34,27,3970,118,0.62,861.87,0.007
2022-09-16,5616.43,6613.53,3,2042.41,32,7985,265,-0.18,175.51,0.004
2022-09-17,8610.0,6061.27,16,7353.61,20,1947,153,0.3,430.5,0.01
2022-09-18,19048.84,21572.6,9,5533.2,41,5760,295,-0.13,464.61,0.007
2022-09-19,5708.43,20690.24,14,8462.36,25,1066,210,-2.62,228.34,0.023
2022-09-20,5771.74,11573.76,13,5573.28,83,9828,249,-1.01,69.54,0.008
2022-09-21,46247.15,4177.71,7,6582.17,21,9505,265,0.91,2202.25,0.002
2022-09-22,36777.13,10174.05,15,5299.68,41,1564,227,0.72,897.0,0.026
2022-09-23,18903.02,15864.24,7,5303.43,81,4670,261,0.16,233.37,0.017
2022-09-24,10969.01,11905.68,6,7911.73,23,3251,65,-0.09,476.91,0.007
2022-09-25,28023.61,19724.54,2,6657.1,34,1804,291,0.3,824.22,0.019
2022-09-26,5240.58,24942.95,9,6699.37,49,5631,165,-3.76,106.95,0.009
2022-09-27,47228.62,5587.17,17,5052.54,22,2235,125,0.88,2146.76,0.01
2022-09-28,23666.68,12031.62,5,5779.99,82,7720,254,0.49,288.62,0.011
2022-09-29,23105.07,11343.61,12,7711.46,66,7906,158,0.51,350.08,0.008
2022-09-30,22576.71,8307.82,1,8433.47,40,7016,283,0.63,564.42,0.006
2022-10-01,8119.77,5754.29,10,7269.05,88,4549,88,0.29,92.27,0.019
2022-10-02,33724.5,2576.61,11,9316.66,56,8938,138,0.92,602.22,0.006
2022-10-03,37985.16,22290.86,16,8382.92,23,5141,223,0.41,1651.53,0.004
2022-10-04,35425.64,11076.37,14,6056.77,48,7966,273,0.69,738.03,0.006
2022-10-05,11229.6,12925.49,8,7042.65,11,6335,265,-0.15,1020.87,0.002
2022-10-06,31047.81,23006.61,17,9336.77,48,6077,161,0.26,646.83,0.008
2022-10-07,30626.8,19630.97,18,6572.51,72,6611,96,0.36,425.37,0.011
2022-10-08,44078.49,4132.03,12,8423.26,38,9089,221,0.91,1159.96,0.004
2022-10-09,22060.74,14570.08,17,7199.29,70,3892,186,0.34,315.15,0.018
2022-10-10,21716.87,11614.05,14,5967.43,73,6577,281,0.47,297.49,0.011
2022-10-11,32833.72,20133.07,16,3176.54,59,4618,291,0.39,556.5,0.013
2022-10-12,33488.27,18381.58,14,4833.98,14,2559,264,0.45,2392.02,0.005
2022-10-13,26117.84,17569.74,9,9709.69,46,7683,177,0.33,567.78,0.006
2022-10-14,24937.67,9173.08,4,6919.89,45,2507,227,0.63,554.17,0.018
2022-10-15,27236.65,20319.13,11,6079.56,81,3063,126,0.25,336.25,0.026
2022-10-16,43747.04,2257.39,6,9396.61,73,4642,237,0.95,599.27,0.016
2022-10-17,25752.51,4831.0,15,6278.61,14,3000,273,0.81,1839.46,0.005
2022-10-18,47296.93,9054.96,5,5734.74,14,2294,291,0.81,3378.35,0.006
2022-10-19,27680.17,2843.38,11,7833.8,95,5065,64,0.9,291.37,0.019
2022-10-20,47714.03,6639.86,18,7413.99,64,9014,85,0.86,745.53,0.007
2022-10-21,42477.44,20923.62,13,2738.44,55,2603,290,0.51,772.32,0.021
2022-10-22,21309.41,23758.04,11,5241.77,25,2322,112,-0.11,852.38,0.011
2022-10-23,43863.86,8310.46,14,5252.64,12,6956,118,0.81,3655.32,0.002
2022-10-24,9952.85,7348.38,18,4404.02,69,3441,263,0.26,144.24,0.02
2022-10-25,46627.12,7717.42,19,5655.64,96,2098,257,0.83,485.7,0.046
2022-10-26,33423.96,7665.26,15,4717.97,82,6073,218,0.77,407.61,0.014
2022-10-27,7447.58,1862.32,9,2794.11,89,9488,123,0.75,83.68,0.009
2022-10-28,33991.55,23245.99,8,4711.3,34,4787,73,0.32,999.75,0.007
2022-10-29,48841.14,6128.76,1,1650.49,89,3096,259,0.87,548.78,0.029
2022-10-30,8141.03,11080.1,4,6182.07,53,3208,98,-0.36,153.6,0.017
2022-10-31,29960.95,1232.49,14,8682.89,13,6988,195,0.96,2304.69,0.002
2022-11-01,38650.75,21590.92,2,7527.58,21,1175,56,0.44,1840.51,0.018
2022-11-02,41461.64,18547.78,16,4243.55,73,8169,53,0.55,567.97,0.009
2022-11-03,23622.24,23722.14,3,1783.64,62,7014,139,-0.0,381.0,0.009
2022-11-04,14187.5,19758.77,8,2819.34,61,2667,246,-0.39,232.58,0.023
2022-11-05,6905.4,8528.96,6,5909.41,66,9867,109,-0.24,104.63,0.007
2022-11-06,31087.68,6948.96,16,2863.51,99,2823,104,0.78,314.02,0.035
2022-11-07,25381.0,17745.19,16,5895.76,56,6147,65,0.3,453.23,0.009
2022-11-08,47693.5,9738.71,7,3084.39,65,2356,276,0.8,733.75,0.028
2022-11-09,7727.22,14589.16,13,8640.31,44,4072,267,-0.89,175.62,0.011
2022-11-10,35842.79,1150.18,13,4575.44,42,4259,259,0.97,853.4,0.01
2022-11-11,6123.48,2485.26,5,3209.96,47,7199,78,0.59,130.29,0.007
2022-11-12,12714.54,13848.83,18,8310.94,67,1546,200,-0.09,189.77,0.043
2022-11-13,25411.05,14585.72,15,4085.55,23,6231,294,0.43,1104.83,0.004
2022-11-14,25469.26,19034.87,18,2003.39,54,8965,63,0.25,471.65,0.006
2022-11-15,35856.52,4167.17,2,6133.69,37,3083,128,0.88,969.1,0.012
2022-11-16,45959.59,13316.39,10,6234.08,17,3040,226,0.71,2703.51,0.006
